Date,Total_Water,Storage,Percentage_Fulll
18/08/2020,"2,535,689","2,581,850",98.2
19/08/2020,"2,535,131","2,581,850",98.2
20/08/2020,"2,535,141","2,581,850",98.2
21/08/2020,"2,534,664","2,581,850",98.2
22/08/2020,"2,534,410","2,581,850",98.2
23/08/2020,"2,532,861","2,581,850",98.1
24/08/2020,"2,532,483","2,581,850",98.1
25/08/2020,"2,531,291","2,581,850",98
26/08/2020,"2,530,705","2,581,850",98
27/08/2020,"2,529,098","2,581,850",98
28/08/2020,"2,528,995","2,581,850",98
29/08/2020,"2,521,013","2,581,850",97.6
30/08/2020,"2,515,865","2,581,850",97.4
31/08/2020,"2,511,518","2,581,850",97.3
1/09/2020,"2,506,899","2,581,850",97.1
2/09/2020,"2,501,713","2,581,850",96.9
3/09/2020,"2,492,969","2,581,850",96.6
4/09/2020,"2,490,435","2,581,850",96.5
5/09/2020,"2,487,394","2,581,850",96.3
6/09/2020,"2,483,831","2,581,850",96.2
7/09/2020,"2,482,259","2,581,850",96.1
8/09/2020,"2,478,497","2,581,850",96
9/09/2020,"2,473,747","2,581,850",95.8
10/09/2020,"2,472,249","2,581,850",95.8
11/09/2020,"2,468,502","2,581,850",95.6
12/09/2020,"2,465,015","2,581,850",95.5
13/09/2020,"2,461,881","2,581,850",95.4
14/09/2020,"2,459,405","2,581,850",95.3
15/09/2020,"2,454,544","2,581,850",95.1
16/09/2020,"2,451,369","2,581,850",94.9
17/09/2020,"2,451,369","2,581,850",94.9
18/09/2020,"2,442,997","2,581,850",94.6
19/09/2020,"2,441,163","2,581,850",94.6
20/09/2020,"2,442,065","2,581,850",94.6
21/09/2020,"2,443,212","2,581,850",94.6
22/09/2020,"2,442,943","2,581,850",94.6
23/09/2020,"2,442,007","2,581,850",94.6
24/09/2020,"2,441,102","2,581,850",94.5
25/09/2020,"2,439,746","2,581,850",94.5
26/09/2020,"2,439,891","2,581,850",94.5
27/09/2020,"2,440,151","2,581,850",94.5
28/09/2020,"2,439,381","2,581,850",94.5
29/09/2020,"2,438,082","2,581,850",94.4
30/09/2020,"2,437,637","2,581,850",94.4
1/10/2020,"2,437,430","2,581,850",94.4
2/10/2020,"2,437,026","2,581,850",94.4
3/10/2020,"2,437,276","2,581,850",94.4
4/10/2020,"2,436,432","2,581,850",94.4
5/10/2020,"2,435,227","2,581,850",94.3
6/10/2020,"2,433,648","2,581,850",94.3
7/10/2020,"2,432,416","2,581,850",94.2
8/10/2020,"2,431,570","2,581,850",94.2
9/10/2020,"2,431,958","2,581,850",94.2
10/10/2020,"2,430,397","2,581,850",94.1
11/10/2020,"2,429,666","2,581,850",94.1
12/10/2020,"2,427,327","2,581,850",94
13/10/2020,"2,427,301","2,581,850",94
14/10/2020,"2,425,873","2,581,850",94
15/10/2020,"2,424,623","2,581,850",93.9
16/10/2020,"2,424,083","2,581,850",93.9
17/10/2020,"2,422,723","2,581,850",93.8
18/10/2020,"2,421,934","2,581,850",93.8
19/10/2020,"2,421,429","2,581,850",93.8
20/10/2020,"2,420,455","2,581,850",93.7
21/10/2020,"2,418,763","2,581,850",93.7
22/10/2020,"2,418,250","2,581,850",93.7
23/10/2020,"2,416,759","2,581,850",93.6
24/10/2020,"2,415,570","2,581,850",93.6
25/10/2020,"2,416,877","2,581,850",93.6
26/10/2020,"2,421,094","2,581,850",93.8
27/10/2020,"2,422,669","2,581,850",93.8
28/10/2020,"2,423,783","2,581,850",93.9
29/10/2020,"2,425,782","2,581,850",94
30/10/2020,"2,428,128","2,581,850",94
31/10/2020,"2,430,355","2,581,850",94.1
1/11/2020,"2,439,926","2,581,850",94.5
2/11/2020,"2,444,542","2,581,850",94.7
3/11/2020,"2,448,706","2,581,850",94.8
4/11/2020,"2,450,758","2,581,850",94.9
5/11/2020,"2,453,973","2,581,850",95
6/11/2020,"2,459,519","2,581,850",95.3
7/11/2020,"2,463,115","2,581,850",95.4
8/11/2020,"2,465,810","2,581,850",95.5
9/11/2020,"2,466,481","2,581,850",95.5
10/11/2020,"2,467,150","2,581,850",95.6
11/11/2020,"2,465,143","2,581,850",95.5
12/11/2020,"2,460,902","2,581,850",95.3
13/11/2020,"2,460,608","2,581,850",95.3
14/11/2020,"2,457,351","2,581,850",95.2
15/11/2020,"2,454,691","2,581,850",95.1
16/11/2020,"2,450,949","2,581,850",94.9
17/11/2020,"2,444,059","2,581,850",94.7
18/11/2020,"2,440,690","2,581,850",94.5
19/11/2020,"2,430,036","2,581,850",94.1
20/11/2020,"2,433,246","2,581,850",94.2
21/11/2020,"2,428,169","2,581,850",94
22/11/2020,"2,422,074","2,581,850",93.8
23/11/2020,"2,422,872","2,581,850",93.8
24/11/2020,"2,423,268","2,581,850",93.9
25/11/2020,"2,422,479","2,581,850",93.8
26/11/2020,"2,422,285","2,581,850",93.8
27/11/2020,"2,419,460","2,581,850",93.7
28/11/2020,"2,418,021","2,581,850",93.7
29/11/2020,"2,416,129","2,581,850",93.6
30/11/2020,"2,413,967","2,581,850",93.5
1/12/2020,"2,412,543","2,581,850",93.4
2/12/2020,"2,412,172","2,581,850",93.4
3/12/2020,"2,410,916","2,581,850",93.4
4/12/2020,"2,410,933","2,581,850",93.4
5/12/2020,"2,408,051","2,581,850",93.3
6/12/2020,"2,407,124","2,581,850",93.2
7/12/2020,"2,405,099","2,581,850",93.2
8/12/2020,"2,403,833","2,581,850",93.1
9/12/2020,"2,400,286","2,581,850",93
10/12/2020,"2,399,360","2,581,850",92.9
11/12/2020,"2,396,494","2,581,850",92.8
12/12/2020,"2,394,541","2,581,850",92.7
13/12/2020,"2,393,448","2,581,850",92.7
14/12/2020,"2,391,987","2,581,850",92.6
15/12/2020,"2,392,047","2,581,850",92.6
16/12/2020,"2,393,424","2,581,850",92.7
17/12/2020,"2,402,099","2,581,850",93
18/12/2020,"2,407,171","2,581,850",93.2
19/12/2020,"2,407,980","2,581,850",93.3
20/12/2020,"2,410,382","2,581,850",93.4
21/12/2020,"2,411,565","2,581,850",93.4
22/12/2020,"2,414,043","2,581,850",93.5
23/12/2020,"2,413,944","2,581,850",93.5
24/12/2020,"2,413,366","2,581,850",93.5
25/12/2020,"2,412,942","2,581,850",93.5
26/12/2020,"2,413,211","2,581,850",93.5
27/12/2020,"2,414,035","2,581,850",93.5
28/12/2020,"2,415,610","2,581,850",93.6
29/12/2020,"2,418,370","2,581,850",93.7
30/12/2020,"2,424,440","2,581,850",93.9
31/12/2020,"2,427,603","2,581,850",94
1/01/2021,"2,428,827","2,581,850",94.1
2/01/2021,"2,430,978","2,581,850",94.2
3/01/2021,"2,433,776","2,581,850",94.3
4/01/2021,"2,437,373","2,581,850",94.4
5/01/2021,"2,442,049","2,581,850",94.6
6/01/2021,"2,442,986","2,581,850",94.6
7/01/2021,"2,442,593","2,581,850",94.6
8/01/2021,"2,442,468","2,581,850",94.6
9/01/2021,"2,440,568","2,581,850",94.5
10/01/2021,"2,439,446","2,581,850",94.5
11/01/2021,"2,434,946","2,581,850",94.3
12/01/2021,"2,432,334","2,581,850",94.2
13/01/2021,"2,428,259","2,581,850",94.1
14/01/2021,"2,423,976","2,581,850",93.9
15/01/2021,"2,420,510","2,581,850",93.8
16/01/2021,"2,415,520","2,581,850",93.6
17/01/2021,"2,410,467","2,581,850",93.4
18/01/2021,"2,406,333","2,581,850",93.2
19/01/2021,"2,404,442","2,581,850",93.1
20/01/2021,"2,404,543","2,581,850",93.1
21/01/2021,"2,402,196","2,581,850",93
22/01/2021,"2,400,714","2,581,850",93
23/01/2021,"2,398,386","2,581,850",92.9
24/01/2021,"2,397,336","2,581,850",92.9
25/01/2021,"2,396,300","2,581,850",92.8
26/01/2021,"2,395,054","2,581,850",92.8
27/01/2021,"2,392,415","2,581,850",92.7
28/01/2021,"2,393,460","2,581,850",92.7
29/01/2021,"2,393,920","2,581,850",92.7
30/01/2021,"2,395,603","2,581,850",92.8
31/01/2021,"2,396,883","2,581,850",92.8
1/02/2021,"2,398,715","2,581,850",92.9
2/02/2021,"2,404,061","2,581,850",93.1
3/02/2021,"2,409,503","2,581,850",93.3
4/02/2021,"2,411,243","2,581,850",93.4
5/02/2021,"2,411,974","2,581,850",93.4
6/02/2021,"2,412,577","2,581,850",93.4
7/02/2021,"2,413,948","2,581,850",93.5
8/02/2021,"2,414,321","2,581,850",93.5
9/02/2021,"2,414,570","2,581,850",93.5
10/02/2021,"2,414,209","2,581,850",93.5
11/02/2021,"2,414,007","2,581,850",93.5
12/02/2021,"2,413,315","2,581,850",93.5
13/02/2021,"2,415,038","2,581,850",93.5
14/02/2021,"2,417,736","2,581,850",93.6
15/02/2021,"2,419,212","2,581,850",93.7
16/02/2021,"2,420,041","2,581,850",93.7
17/02/2021,"2,422,359","2,581,850",93.8
18/02/2021,"2,422,562","2,581,850",93.8
19/02/2021,"2,425,700","2,581,850",94
20/02/2021,"2,429,388","2,581,850",94.1
21/02/2021,"2,430,821","2,581,850",94.2
22/02/2021,"2,432,577","2,581,850",94.2
23/02/2021,"2,432,478","2,581,850",94.2
24/02/2021,"2,433,451","2,581,850",94.3
25/02/2021,"2,434,720","2,581,850",94.3
26/02/2021,"2,438,982","2,581,850",94.5
27/02/2021,"2,439,549","2,581,850",94.5
28/02/2021,"2,440,694","2,581,850",94.5
1/03/2021,"2,441,133","2,581,850",94.5
2/03/2021,"2,437,745","2,581,850",94.4
3/03/2021,"2,432,472","2,581,850",94.2
4/03/2021,"2,428,005","2,581,850",94
5/03/2021,"2,424,672","2,581,850",93.9
6/03/2021,"2,418,593","2,581,850",93.7
7/03/2021,"2,414,708","2,581,850",93.5
8/03/2021,"2,409,568","2,581,850",93.3
9/03/2021,"2,406,392","2,581,850",93.2
10/03/2021,"2,401,240","2,581,850",93
11/03/2021,"2,399,928","2,581,850",93
12/03/2021,"2,398,451","2,581,850",92.9
13/03/2021,"2,399,698","2,581,850",92.9
14/03/2021,"2,400,627","2,581,850",93
15/03/2021,"2,403,426","2,581,850",93.1
16/03/2021,"2,404,269","2,581,850",93.1
17/03/2021,"2,405,525","2,581,850",93.2
18/03/2021,"2,408,904","2,581,850",93.3
19/03/2021,"2,442,784","2,581,850",94.6
20/03/2021,"2,489,425","2,581,850",96.4
21/03/2021,"2,547,620","2,581,850",98.7
22/03/2021,"2,559,929","2,581,850",99.2
23/03/2021,"2,563,217","2,581,850",99.3
24/03/2021,"2,568,821","2,581,850",99.5
25/03/2021,"2,566,131","2,581,850",99.4
26/03/2021,"2,565,176","2,581,850",99.4
27/03/2021,"2,564,076","2,581,850",99.3
28/03/2021,"2,563,422","2,581,850",99.3
29/03/2021,"2,563,100","2,581,850",99.3
30/03/2021,"2,561,925","2,581,850",99.2
31/03/2021,"2,560,555","2,581,850",99.2
1/04/2021,"2,559,166","2,581,850",99.1
2/04/2021,"2,555,459","2,581,850",99
3/04/2021,"2,545,117","2,581,850",98.6
4/04/2021,"2,538,673","2,581,850",98.3
5/04/2021,"2,532,787","2,581,850",98.1
6/04/2021,"2,525,245","2,581,850",97.8
7/04/2021,"2,517,859","2,581,850",97.5
8/04/2021,"2,510,707","2,581,850",97.2
9/04/2021,"2,548,255","2,581,850",98.7
10/04/2021,"2,496,369","2,581,850",96.7
11/04/2021,"2,487,982","2,581,850",96.4
12/04/2021,"2,479,857","2,581,850",96
13/04/2021,"2,472,714","2,581,850",95.8
14/04/2021,"2,471,263","2,581,850",95.7
15/04/2021,"2,471,954","2,581,850",95.7
16/04/2021,"2,470,907","2,581,850",95.7
17/04/2021,"2,471,116","2,581,850",95.7
18/04/2021,"2,471,574","2,581,850",95.7
19/04/2021,"2,472,636","2,581,850",95.8
20/04/2021,"2,471,556","2,581,850",95.7
21/04/2021,"2,471,896","2,581,850",95.7
22/04/2021,"2,471,351","2,581,850",95.7
23/04/2021,"2,470,309","2,581,850",95.7
24/04/2021,"2,470,558","2,581,850",95.7
25/04/2021,"2,470,053","2,581,850",95.7
26/04/2021,"2,469,527","2,581,850",95.6
27/04/2021,"2,469,060","2,581,850",95.6
28/04/2021,"2,467,796","2,581,850",95.6
29/04/2021,"2,467,159","2,581,850",95.6
30/04/2021,"2,466,513","2,581,850",95.5
1/05/2021,"2,466,211","2,581,850",95.5
2/05/2021,"2,464,603","2,581,850",95.5
3/05/2021,"2,464,743","2,581,850",95.5
4/05/2021,"2,463,643","2,581,850",95.4
5/05/2021,"2,465,896","2,581,850",95.5
6/05/2021,"2,473,184","2,581,850",95.8
7/05/2021,"2,502,289","2,581,850",96.9
8/05/2021,"2,543,509","2,581,850",98.5
9/05/2021,"2,559,009","2,581,850",99.1
10/05/2021,"2,559,226","2,581,850",99.1
