Date,Total_Water,Storage,Percentage_Fulll
31/12/1991,"2,188,900","2,390,400",91.6
5/01/1992,"2,190,350","2,390,400",91.6
10/01/1992,"2,191,800","2,390,400",91.7
15/01/1992,"2,196,000","2,390,400",91.9
20/01/1992,"2,200,200","2,390,400",92
25/01/1992,"2,201,250","2,390,400",92.1
31/01/1992,"2,202,300","2,390,400",92.1
5/02/1992,"2,275,200","2,390,400",95.2
10/02/1992,"2,348,100","2,390,400",98.2
15/02/1992,"2,364,750","2,390,400",98.9
20/02/1992,"2,344,000","2,390,400",98.1
25/02/1992,"2,307,550","2,390,400",96.5
29/02/1992,"2,271,100","2,390,400",95
5/03/1992,"2,274,250","2,390,400",95.1
10/03/1992,"2,277,400","2,390,400",95.3
15/03/1992,"2,268,200","2,390,400",94.9
20/03/1992,"2,259,000","2,390,400",94.5
25/03/1992,"2,259,450","2,390,400",94.5
31/03/1992,"2,259,900","2,390,400",94.5
5/04/1992,"2,257,750","2,390,400",94.5
10/04/1992,"2,255,600","2,390,400",94.4
15/04/1992,"2,249,900","2,390,400",94.1
20/04/1992,"2,244,200","2,390,400",93.9
25/04/1992,"2,244,300","2,390,400",93.9
30/04/1992,"2,244,400","2,390,400",93.9
5/05/1992,"2,237,950","2,390,400",93.6
10/05/1992,"2,231,500","2,390,400",93.4
15/05/1992,"2,225,900","2,390,400",93.1
20/05/1992,"2,220,300","2,390,400",92.9
25/05/1992,"2,216,850","2,390,400",92.7
31/05/1992,"2,213,400","2,390,400",92.6
5/06/1992,"2,207,100","2,390,400",92.3
10/06/1992,"2,200,800","2,390,400",92.1
15/06/1992,"2,192,650","2,390,400",91.7
20/06/1992,"2,184,500","2,390,400",91.4
25/06/1992,"2,191,400","2,390,400",91.7
30/06/1992,"2,198,300","2,390,400",92
5/07/1992,"2,196,900","2,390,400",91.9
10/07/1992,"2,191,500","2,390,400",91.7
15/07/1992,"2,183,200","2,390,400",91.3
20/07/1992,"2,181,000","2,390,400",91.2
25/07/1992,"2,175,900","2,390,400",91
31/07/1992,"2,168,000","2,382,200",91
5/08/1992,"2,159,200","2,382,200",90.6
10/08/1992,"2,153,500","2,382,200",90.4
15/08/1992,"2,153,100","2,382,200",90.4
20/08/1992,"2,144,500","2,382,200",90
25/08/1992,"2,138,000","2,382,200",89.7
31/08/1992,"2,129,500","2,382,200",89.4
5/09/1992,"2,126,000","2,382,200",89.2
10/09/1992,"2,122,600","2,382,200",89.1
15/09/1992,"2,118,100","2,382,200",88.9
20/09/1992,"2,113,000","2,382,200",88.7
25/09/1992,"2,107,400","2,382,200",88.5
30/09/1992,"2,103,600","2,382,200",88.3
5/10/1992,"2,096,300","2,382,200",88
10/10/1992,"2,091,200","2,382,200",87.8
15/10/1992,"2,084,300","2,382,200",87.5
20/10/1992,"2,080,400","2,382,200",87.3
25/10/1992,"2,079,500","2,382,200",87.3
31/10/1992,"2,072,600","2,382,200",87
5/11/1992,"2,075,100","2,382,200",87.1
10/11/1992,"2,075,300","2,382,200",87.1
15/11/1992,"2,068,600","2,382,200",86.8
20/11/1992,"2,064,600","2,382,200",86.7
25/11/1992,"2,063,200","2,382,200",86.6
30/11/1992,"2,053,300","2,382,200",86.2
5/12/1992,"2,054,500","2,382,200",86.2
10/12/1992,"2,088,200","2,382,200",87.7
15/12/1992,"2,091,100","2,382,200",87.8
20/12/1992,"2,106,100","2,382,200",88.4
25/12/1992,"2,139,000","2,382,200",89.8
31/12/1992,"2,160,200","2,382,200",90.7
5/01/1993,"2,160,000","2,382,200",90.7
10/01/1993,"2,162,600","2,382,200",90.8
15/01/1993,"2,155,700","2,382,200",90.5
20/01/1993,"2,147,600","2,382,200",90.2
25/01/1993,"2,146,200","2,382,200",90.1
31/01/1993,"2,140,100","2,382,200",89.8
5/02/1993,"2,128,500","2,382,200",89.4
10/02/1993,"2,118,900","2,382,200",88.9
15/02/1993,"2,118,300","2,382,200",88.9
20/02/1993,"2,122,700","2,382,200",89.1
25/02/1993,"2,113,400","2,382,200",88.7
28/02/1993,"2,109,300","2,382,200",88.5
5/03/1993,"2,097,500","2,382,200",88
10/03/1993,"2,096,900","2,382,200",88
15/03/1993,"2,094,900","2,382,200",87.9
20/03/1993,"2,095,500","2,382,200",88
25/03/1993,"2,093,400","2,382,200",87.9
31/03/1993,"2,095,700","2,382,200",88
5/04/1993,"2,091,000","2,382,200",87.8
10/04/1993,"2,083,100","2,382,200",87.4
15/04/1993,"2,074,800","2,382,200",87.1
20/04/1993,"2,070,200","2,382,200",86.9
25/04/1993,"2,061,800","2,382,200",86.6
30/04/1993,"2,054,200","2,382,200",86.2
5/05/1993,"2,047,100","2,382,200",85.9
10/05/1993,"2,037,800","2,382,200",85.5
15/05/1993,"2,030,300","2,382,200",85.2
20/05/1993,"2,022,600","2,382,200",84.9
25/05/1993,"2,014,300","2,382,200",84.6
31/05/1993,"2,004,500","2,382,200",84.1
5/06/1993,"1,999,400","2,382,200",83.9
10/06/1993,"1,993,100","2,382,200",83.7
15/06/1993,"1,985,800","2,382,200",83.4
20/06/1993,"1,977,000","2,382,200",83
25/06/1993,"1,970,500","2,382,200",82.7
30/06/1993,"1,961,800","2,382,200",82.4
5/07/1993,"1,955,700","2,382,200",82.1
10/07/1993,"1,957,900","2,382,200",82.2
15/07/1993,"1,955,400","2,382,200",82.1
20/07/1993,"1,952,700","2,382,200",82
25/07/1993,"1,944,600","2,382,200",81.6
31/07/1993,"1,942,700","2,382,200",81.6
5/08/1993,"1,940,600","2,382,200",81.5
10/08/1993,"1,938,400","2,382,200",81.4
15/08/1993,"1,931,600","2,382,200",81.1
20/08/1993,"1,925,400","2,382,200",80.8
25/08/1993,"1,918,600","2,382,200",80.5
31/08/1993,"1,911,900","2,382,200",80.3
5/09/1993,"1,909,700","2,382,200",80.2
10/09/1993,"1,903,600","2,382,200",79.9
15/09/1993,"1,937,300","2,382,200",81.3
20/09/1993,"1,952,500","2,382,200",82
25/09/1993,"1,946,300","2,382,200",81.7
30/09/1993,"1,939,200","2,382,200",81.4
5/10/1993,"1,938,000","2,382,200",81.4
10/10/1993,"1,933,300","2,382,200",81.2
15/10/1993,"1,929,500","2,382,200",81
20/10/1993,"1,924,300","2,382,200",80.8
25/10/1993,"1,919,900","2,382,200",80.6
31/10/1993,"1,911,300","2,382,200",80.2
5/11/1993,"1,904,400","2,382,200",79.9
10/11/1993,"1,896,600","2,382,200",79.6
15/11/1993,"1,886,600","2,382,200",79.2
20/11/1993,"1,884,600","2,382,200",79.1
25/11/1993,"1,883,400","2,382,200",79.1
30/11/1993,"1,871,500","2,382,200",78.6
5/12/1993,"1,867,600","2,382,200",78.4
10/12/1993,"1,859,500","2,382,200",78.1
15/12/1993,"1,853,300","2,382,200",77.8
20/12/1993,"1,842,700","2,382,200",77.4
25/12/1993,"1,832,200","2,382,200",76.9
31/12/1993,"1,815,900","2,382,200",76.2
5/01/1994,"1,801,300","2,382,200",75.6
10/01/1994,"1,783,700","2,382,200",74.9
15/01/1994,"1,771,600","2,382,200",74.4
20/01/1994,"1,759,900","2,382,200",73.9
25/01/1994,"1,750,200","2,382,200",73.5
31/01/1994,"1,729,100","2,382,200",72.6
5/02/1994,"1,718,900","2,382,200",72.2
10/02/1994,"1,709,400","2,382,200",71.8
15/02/1994,"1,718,300","2,382,200",72.1
20/02/1994,"1,713,100","2,382,200",71.9
25/02/1994,"1,706,600","2,382,200",71.6
28/02/1994,"1,699,700","2,382,200",71.4
5/03/1994,"1,690,900","2,382,200",71
10/03/1994,"1,698,200","2,382,200",71.3
15/03/1994,"1,697,100","2,382,200",71.2
20/03/1994,"1,690,100","2,382,200",70.9
25/03/1994,"1,683,300","2,382,200",70.7
31/03/1994,"1,677,100","2,382,200",70.4
5/04/1994,"1,671,100","2,382,200",70.1
10/04/1994,"1,663,500","2,382,200",69.8
15/04/1994,"1,683,500","2,382,200",70.7
20/04/1994,"1,697,600","2,382,200",71.3
25/04/1994,"1,694,600","2,382,200",71.1
30/04/1994,"1,689,000","2,382,200",70.9
5/05/1994,"1,683,000","2,382,200",70.6
10/05/1994,"1,676,800","2,382,200",70.4
15/05/1994,"1,671,300","2,382,200",70.2
20/05/1994,"1,663,100","2,382,200",69.8
25/05/1994,"1,654,100","2,382,200",69.4
31/05/1994,"1,642,900","2,382,200",69
5/06/1994,"1,635,700","2,382,200",68.7
10/06/1994,"1,634,600","2,382,200",68.6
15/06/1994,"1,630,100","2,382,200",68.4
20/06/1994,"1,621,800","2,382,200",68.1
25/06/1994,"1,613,800","2,382,200",67.7
30/06/1994,"1,609,200","2,382,200",67.6
5/07/1994,"1,604,000","2,382,200",67.3
10/07/1994,"1,596,700","2,382,200",67
15/07/1994,"1,593,200","2,382,200",66.9
20/07/1994,"1,588,200","2,382,200",66.7
25/07/1994,"1,582,000","2,382,200",66.4
31/07/1994,"1,574,300","2,382,200",66.1
5/08/1994,"1,568,300","2,382,200",65.8
10/08/1994,"1,562,300","2,382,200",65.6
15/08/1994,"1,554,700","2,382,200",65.3
20/08/1994,"1,547,700","2,382,200",65
25/08/1994,"1,542,800","2,382,200",64.8
31/08/1994,"1,533,800","2,382,200",64.4
5/09/1994,"1,525,700","2,382,200",64
10/09/1994,"1,519,800","2,382,200",63.8
15/09/1994,"1,512,100","2,382,200",63.5
20/09/1994,"1,502,000","2,382,200",63.1
25/09/1994,"1,490,800","2,382,200",62.6
30/09/1994,"1,480,400","2,382,200",62.1
5/10/1994,"1,471,800","2,382,200",61.8
10/10/1994,"1,458,400","2,382,200",61.2
15/10/1994,"1,448,300","2,382,200",60.8
20/10/1994,"1,437,800","2,382,200",60.4
25/10/1994,"1,431,700","2,382,200",60.1
31/10/1994,"1,425,000","2,382,200",59.8
5/11/1994,"1,418,100","2,382,200",59.5
10/11/1994,"1,408,600","2,382,200",59.1
15/11/1994,"1,399,700","2,382,200",58.8
20/11/1994,"1,391,900","2,382,200",58.4
25/11/1994,"1,383,100","2,382,200",58.1
30/11/1994,"1,378,800","2,382,200",57.9
5/12/1994,"1,370,600","2,382,200",57.5
10/12/1994,"1,364,600","2,382,200",57.3
15/12/1994,"1,355,700","2,382,200",56.9
20/12/1994,"1,346,000","2,382,200",56.5
25/12/1994,"1,337,800","2,382,200",56.2
31/12/1994,"1,328,300","2,382,200",55.8
5/01/1995,"1,326,000","2,382,200",55.7
10/01/1995,"1,331,400","2,382,200",55.9
15/01/1995,"1,326,700","2,382,200",55.7
20/01/1995,"1,325,000","2,382,200",55.6
25/01/1995,"1,399,300","2,382,200",58.7
31/01/1995,"1,403,900","2,382,200",58.9
5/02/1995,"1,400,000","2,382,200",58.8
10/02/1995,"1,394,900","2,382,200",58.6
15/02/1995,"1,390,200","2,382,200",58.4
20/02/1995,"1,388,200","2,382,200",58.3
25/02/1995,"1,382,500","2,382,200",58
1/03/1995,"1,378,500","2,382,200",57.9
5/03/1995,"1,396,200","2,382,200",58.6
10/03/1995,"1,486,400","2,382,200",62.4
15/03/1995,"1,493,600","2,382,200",62.7
20/03/1995,"1,493,300","2,382,200",62.7
25/03/1995,"1,488,000","2,382,200",62.5
31/03/1995,"1,479,400","2,382,200",62.1
5/04/1995,"1,471,000","2,382,200",61.7
10/04/1995,"1,460,800","2,382,200",61.3
15/04/1995,"1,453,400","2,382,200",61
20/04/1995,"1,447,500","2,382,200",60.8
25/04/1995,"1,440,600","2,382,200",60.5
30/04/1995,"1,433,600","2,382,200",60.2
5/05/1995,"1,429,400","2,382,200",60
10/05/1995,"1,430,200","2,382,200",60
15/05/1995,"1,433,300","2,382,200",60.2
20/05/1995,"1,596,700","2,382,200",67
25/05/1995,"1,613,100","2,382,200",67.7
31/05/1995,"1,619,000","2,382,200",68
5/06/1995,"1,619,200","2,382,200",68
10/06/1995,"1,618,500","2,382,200",67.9
15/06/1995,"1,618,500","2,382,200",67.9
20/06/1995,"1,619,600","2,382,200",68
25/06/1995,"1,618,400","2,382,200",67.9
30/06/1995,"1,615,100","2,382,200",67.8
5/07/1995,"1,610,200","2,382,200",67.6
10/07/1995,"1,604,300","2,382,200",67.3
15/07/1995,"1,603,600","2,382,200",67.3
20/07/1995,"1,605,300","2,382,200",67.4
25/07/1995,"1,608,200","2,382,200",67.5
31/07/1995,"1,604,600","2,382,200",67.4
5/08/1995,"1,602,600","2,382,200",67.3
10/08/1995,"1,596,200","2,382,200",67
15/08/1995,"1,591,200","2,382,200",66.8
20/08/1995,"1,584,100","2,382,200",66.5
25/08/1995,"1,577,100","2,382,200",66.2
31/08/1995,"1,567,700","2,382,200",65.8
5/09/1995,"1,563,900","2,382,200",65.6
10/09/1995,"1,557,500","2,382,200",65.4
15/09/1995,"1,549,700","2,382,200",65.1
20/09/1995,"1,546,800","2,382,200",64.9
25/09/1995,"1,561,800","2,382,200",65.6
30/09/1995,"1,703,400","2,382,200",71.5
5/10/1995,"1,715,400","2,382,200",72
10/10/1995,"1,722,500","2,382,200",72.3
15/10/1995,"1,717,900","2,382,200",72.1
20/10/1995,"1,712,200","2,382,200",71.9
25/10/1995,"1,711,500","2,382,200",71.8
31/10/1995,"1,706,000","2,382,200",71.6
5/11/1995,"1,702,000","2,382,200",71.4
10/11/1995,"1,696,600","2,382,200",71.2
15/11/1995,"1,689,500","2,382,200",70.9
20/11/1995,"1,685,400","2,382,200",70.7
25/11/1995,"1,700,400","2,382,200",71.4
30/11/1995,"1,701,500","2,382,200",71.4
5/12/1995,"1,707,500","2,382,200",71.7
10/12/1995,"1,732,900","2,382,200",72.7
15/12/1995,"1,739,000","2,382,200",73
20/12/1995,"1,737,000","2,382,200",72.9
25/12/1995,"1,729,200","2,382,200",72.6
31/12/1995,"1,725,900","2,382,200",72.4
5/01/1996,"1,730,700","2,382,200",72.7
10/01/1996,"1,741,000","2,382,200",73.1
15/01/1996,"1,740,900","2,382,200",73.1
20/01/1996,"1,739,500","2,382,200",73
25/01/1996,"1,744,000","2,382,200",73.2
31/01/1996,"1,742,500","2,382,200",73.1
5/02/1996,"1,735,000","2,382,200",72.8
10/02/1996,"1,726,300","2,382,200",72.5
15/02/1996,"1,716,100","2,382,200",72
20/02/1996,"1,707,800","2,382,200",71.7
25/02/1996,"1,703,000","2,382,200",71.5
29/02/1996,"1,699,500","2,382,200",71.3
5/03/1996,"1,695,400","2,382,200",71.2
10/03/1996,"1,691,400","2,382,200",71
15/03/1996,"1,688,200","2,382,200",70.9
20/03/1996,"1,679,000","2,382,200",70.5
25/03/1996,"1,670,000","2,382,200",70.1
31/03/1996,"1,658,500","2,382,200",69.6
5/04/1996,"1,649,200","2,382,200",69.2
10/04/1996,"1,639,400","2,382,200",68.8
15/04/1996,"1,634,100","2,382,200",68.6
20/04/1996,"1,626,500","2,382,200",68.3
25/04/1996,"1,617,500","2,382,200",67.9
30/04/1996,"1,608,500","2,382,200",67.5
5/05/1996,"1,638,100","2,382,200",68.8
10/05/1996,"1,724,000","2,382,200",72.4
15/05/1996,"1,729,500","2,382,200",72.6
20/05/1996,"1,729,100","2,382,200",72.6
25/05/1996,"1,725,200","2,382,200",72.4
31/05/1996,"1,720,400","2,382,200",72.2
5/06/1996,"1,715,700","2,382,200",72
10/06/1996,"1,710,000","2,382,200",71.8
15/06/1996,"1,705,800","2,382,200",71.6
20/06/1996,"1,706,400","2,382,200",71.6
25/06/1996,"1,705,500","2,382,200",71.6
30/06/1996,"1,702,000","2,382,200",71.4
5/07/1996,"1,697,800","2,382,200",71.3
10/07/1996,"1,695,000","2,382,200",71.2
15/07/1996,"1,690,000","2,382,200",70.9
20/07/1996,"1,684,500","2,382,200",70.7
25/07/1996,"1,679,500","2,382,200",70.5
31/07/1996,"1,688,000","2,382,200",70.9
5/08/1996,"1,689,500","2,382,200",70.9
10/08/1996,"1,687,500","2,382,200",70.8
15/08/1996,"1,683,000","2,382,200",70.6
20/08/1996,"1,679,000","2,382,200",70.5
25/08/1996,"1,674,000","2,382,200",70.3
31/08/1996,"1,694,000","2,382,200",71.1
5/09/1996,"1,808,000","2,382,200",75.9
10/09/1996,"1,817,500","2,382,200",76.3
15/09/1996,"1,818,500","2,382,200",76.3
20/09/1996,"1,819,000","2,382,200",76.4
25/09/1996,"1,817,000","2,382,200",76.3
30/09/1996,"1,817,500","2,382,200",76.3
5/10/1996,"1,825,000","2,382,200",76.6
10/10/1996,"1,831,000","2,382,200",76.9
15/10/1996,"1,828,500","2,382,200",76.8
20/10/1996,"1,836,000","2,382,200",77.1
25/10/1996,"1,839,000","2,382,200",77.2
31/10/1996,"1,835,000","2,382,200",77
5/11/1996,"1,833,500","2,382,200",77
10/11/1996,"1,839,000","2,382,200",77.2
15/11/1996,"1,834,500","2,382,200",77
20/11/1996,"1,830,000","2,382,200",76.8
25/11/1996,"1,829,000","2,382,200",76.8
30/11/1996,"1,821,500","2,382,200",76.5
5/12/1996,"1,812,000","2,382,200",76.1
10/12/1996,"1,805,500","2,382,200",75.8
15/12/1996,"1,798,500","2,382,200",75.5
20/12/1996,"1,791,000","2,382,200",75.2
25/12/1996,"1,781,000","2,382,200",74.8
31/12/1996,"1,771,500","2,382,200",74.4
5/01/1996,"1,762,000","2,382,200",74
10/01/1996,"1,751,500","2,382,200",73.5
15/01/1996,"1,740,000","2,382,200",73
20/01/1996,"1,728,500","2,382,200",72.6
25/01/1996,"1,717,000","2,382,200",72.1
31/01/1996,"1,744,000","2,382,200",73.2
5/02/1997,"1,750,000","2,382,200",73.5
10/02/1997,"1,743,500","2,382,200",73.2
15/02/1997,"1,809,000","2,382,200",75.9
20/02/1997,"1,815,500","2,382,200",76.2
24/02/1997,"1,811,500","2,382,200",76
28/02/1997,"1,808,500","2,382,200",75.9
5/03/1997,"1,808,000","2,382,200",75.9
10/03/1997,"1,808,000","2,382,200",75.9
15/03/1997,"1,803,500","2,382,200",75.7
20/03/1997,"1,795,500","2,382,200",75.4
25/03/1997,"1,786,000","2,382,200",75
31/03/1997,"1,776,500","2,382,200",74.6
5/04/1997,"1,768,000","2,382,200",74.2
10/04/1997,"1,756,000","2,382,200",73.7
15/04/1997,"1,746,000","2,382,200",73.3
20/04/1997,"1,736,000","2,382,200",72.9
25/04/1997,"1,726,500","2,382,200",72.5
30/04/1997,"1,717,000","2,382,200",72.1
5/05/1997,"1,707,000","2,382,200",71.7
10/05/1997,"1,699,000","2,382,200",71.3
15/05/1997,"1,691,000","2,382,200",71
20/05/1997,"1,691,500","2,382,200",71
25/05/1997,"1,687,000","2,382,200",70.8
31/05/1997,"1,679,000","2,382,200",70.5
5/06/1997,"1,671,000","2,382,200",70.1
10/06/1997,"1,665,500","2,382,200",69.9
15/06/1997,"1,657,500","2,382,200",69.6
20/06/1997,"1,650,500","2,382,200",69.3
25/06/1997,"1,644,000","2,382,200",69
30/06/1997,"1,744,000","2,382,200",73.2
5/07/1997,"1,803,500","2,425,250",74.4
10/07/1997,"1,805,000","2,425,250",74.4
15/07/1997,"1,805,000","2,425,250",74.4
20/07/1997,"1,800,500","2,425,250",74.2
25/07/1997,"1,794,500","2,425,250",74
31/07/1997,"1,790,000","2,425,250",73.8
5/08/1997,"1,786,000","2,425,250",73.6
10/08/1997,"1,780,500","2,425,250",73.4
15/08/1997,"1,774,500","2,425,250",73.2
20/08/1997,"1,768,000","2,425,250",72.9
25/08/1997,"1,759,500","2,425,250",72.5
31/08/1997,"1,749,000","2,425,250",72.1
5/09/1997,"1,747,500","2,425,250",72.1
10/09/1997,"1,752,000","2,425,250",72.2
15/09/1997,"1,746,000","2,425,250",72
20/09/1997,"1,742,000","2,425,250",71.8
25/09/1997,"1,744,000","2,425,250",71.9
30/09/1997,"1,755,500","2,425,250",72.4
5/10/1997,"1,754,000","2,425,250",72.3
10/10/1997,"1,766,000","2,425,250",72.8
15/10/1997,"1,763,000","2,425,250",72.7
20/10/1997,"1,756,000","2,425,250",72.4
25/10/1997,"1,747,000","2,425,250",72
31/10/1997,"1,735,500","2,425,250",71.6
5/11/1997,"1,723,500","2,425,250",71.1
10/11/1997,"1,713,000","2,425,250",70.6
15/11/1997,"1,702,000","2,425,250",70.2
20/11/1997,"1,687,000","2,425,250",69.6
25/11/1997,"1,676,000","2,425,250",69.1
30/11/1997,"1,663,000","2,425,250",68.6
5/12/1997,"1,648,500","2,425,250",68
10/12/1997,"1,640,500","2,425,250",67.6
15/12/1997,"1,629,500","2,425,250",67.2
20/12/1997,"1,617,000","2,425,250",66.7
25/12/1997,"1,604,500","2,425,250",66.2
31/12/1997,"1,590,500","2,425,250",65.6
5/01/1998,"1,581,500","2,425,250",65.2
10/01/1998,"1,574,000","2,425,250",64.9
15/01/1998,"1,565,000","2,425,250",64.5
20/01/1998,"1,559,000","2,425,250",64.3
25/01/1998,"1,557,000","2,425,250",64.2
31/01/1998,"1,545,000","2,425,250",63.7
5/02/1998,"1,535,000","2,425,250",63.3
10/02/1998,"1,528,500","2,425,250",63
15/02/1998,"1,520,000","2,425,250",62.7
20/02/1998,"1,509,000","2,425,250",62.2
25/02/1998,"1,496,500","2,425,250",61.7
1/03/1998,"1,487,000","2,425,250",61.3
5/03/1998,"1,478,000","2,425,250",60.9
10/03/1998,"1,465,500","2,425,250",60.4
15/03/1998,"1,452,500","2,425,250",59.9
20/03/1998,"1,442,000","2,425,250",59.5
25/03/1998,"1,430,000","2,425,250",59
31/03/1998,"1,415,500","2,425,250",58.4
5/04/1998,"1,403,500","2,425,250",57.9
10/04/1998,"1,395,000","2,425,250",57.5
15/04/1998,"1,388,500","2,425,250",57.3
20/04/1998,"1,379,500","2,425,250",56.9
25/04/1998,"1,379,500","2,425,250",56.9
30/04/1998,"1,371,500","2,425,250",56.6
5/05/1998,"1,369,000","2,425,250",56.4
10/05/1998,"1,382,000","2,425,250",57
15/05/1998,"1,378,500","2,425,250",56.8
20/05/1998,"1,400,000","2,425,250",57.7
25/05/1998,"1,400,500","2,425,250",57.7
31/05/1998,"1,394,000","2,425,250",57.5
5/06/1998,"1,401,000","2,425,250",57.8
10/06/1998,"1,401,000","2,425,250",57.8
15/06/1998,"1,397,000","2,425,250",57.6
20/06/1998,"1,393,500","2,425,250",57.5
25/06/1998,"1,403,000","2,425,250",57.8
30/06/1998,"1,417,000","2,425,250",58.4
5/07/1998,"1,416,500","2,425,250",58.4
10/07/1998,"1,415,000","2,425,250",58.3
15/07/1998,"1,411,500","2,425,250",58.2
20/07/1998,"1,409,000","2,425,250",58.1
25/07/1998,"1,413,000","2,425,250",58.3
31/07/1998,"1,432,500","2,425,250",59.1
5/08/1998,"1,446,000","2,425,250",59.6
10/08/1998,"1,916,000","2,425,250",79
15/08/1998,"1,982,500","2,425,250",81.7
20/08/1998,"2,339,500","2,425,250",96.5
25/08/1998,"2,419,000","2,425,250",99.7
31/08/1998,"2,412,000","2,425,250",99.5
5/09/1998,"2,398,500","2,425,250",98.9
10/09/1998,"2,385,500","2,425,250",98.4
15/09/1998,"2,368,000","2,425,250",97.6
20/09/1998,"2,343,500","2,425,250",96.6
25/09/1998,"2,319,000","2,425,250",95.6
30/09/1998,"2,294,000","2,425,250",94.6
5/10/1998,"2,264,000","2,425,250",93.4
10/10/1998,"2,259,000","2,425,250",93.1
15/10/1998,"2,254,000","2,425,250",92.9
20/10/1998,"2,249,000","2,425,250",92.7
25/10/1998,"2,247,500","2,425,250",92.7
31/10/1998,"2,241,500","2,425,250",92.4
5/11/1998,"2,233,000","2,425,250",92.1
10/11/1998,"2,229,500","2,425,250",91.9
15/11/1998,"2,231,000","2,425,250",92
20/11/1998,"2,232,000","2,425,250",92
25/11/1998,"2,229,500","2,425,250",91.9
30/11/1998,"2,226,000","2,425,250",91.8
5/12/1998,"2,217,500","2,425,250",91.4
10/12/1998,"2,208,000","2,425,250",91
15/12/1998,"2,201,500","2,425,250",90.8
20/12/1998,"2,196,500","2,425,250",90.6
25/12/1998,"2,189,000","2,425,250",90.3
31/12/1998,"2,174,500","2,425,250",89.7
5/01/1999,"2,164,000","2,425,250",89.2
10/01/1999,"2,151,000","2,425,250",88.7
15/01/1999,"2,138,500","2,425,250",88.2
20/01/1999,"2,125,000","2,425,250",87.6
25/01/1999,"2,125,000","2,425,250",87.6
31/01/1999,"2,121,500","2,425,250",87.5
5/02/1999,"2,120,000","2,425,250",87.4
10/02/1999,"2,120,500","2,425,250",87.4
15/02/1999,"2,123,000","2,425,250",87.5
20/02/1999,"2,114,500","2,425,250",87.2
25/02/1999,"2,108,500","2,425,250",86.9
28/02/1999,"2,105,500","2,425,250",86.8
5/03/1999,"2,102,000","2,425,250",86.7
10/03/1999,"2,095,000","2,425,250",86.4
15/03/1999,"2,087,500","2,425,250",86.1
20/03/1999,"2,080,500","2,425,250",85.8
25/03/1999,"2,073,500","2,425,250",85.5
31/03/1999,"2,064,500","2,425,250",85.1
5/04/1999,"2,061,500","2,425,250",85
10/04/1999,"2,059,000","2,425,250",84.9
15/04/1999,"2,060,000","2,425,250",84.9
20/04/1999,"2,053,000","2,425,250",84.7
25/04/1999,"2,044,000","2,425,250",84.3
30/04/1999,"2,034,500","2,425,250",83.9
5/05/1999,"2,028,000","2,425,250",83.6
10/05/1999,"2,018,500","2,425,250",83.2
15/05/1999,"2,010,500","2,425,250",82.9
20/05/1999,"2,001,500","2,425,250",82.5
25/05/1999,"1,995,000","2,425,250",82.3
31/05/1999,"1,986,000","2,425,250",81.9
5/06/1999,"1,978,500","2,425,250",81.6
10/06/1999,"1,974,500","2,425,250",81.4
15/06/1999,"1,967,000","2,425,250",81.1
20/06/1999,"1,959,000","2,425,250",80.8
25/06/1999,"1,955,500","2,425,250",80.6
30/06/1999,"1,949,500","2,425,250",80.4
5/07/1999,"1,949,500","2,425,250",80.4
10/07/1999,"1,945,000","2,425,250",80.2
15/07/1999,"2,003,000","2,425,250",82.6
20/07/1999,"2,022,500","2,425,250",83.4
25/07/1999,"2,023,500","2,425,250",83.4
31/07/1999,"2,020,500","2,425,250",83.3
5/08/1999,"2,016,000","2,425,250",83.1
10/08/1999,"2,011,500","2,425,250",82.9
15/08/1999,"2,010,000","2,425,250",82.9
20/08/1999,"2,005,500","2,425,250",82.7
25/08/1999,"2,001,000","2,425,250",82.5
31/08/1999,"2,000,500","2,425,250",82.5
5/09/1999,"1,996,000","2,425,250",82.3
10/09/1999,"1,989,000","2,425,250",82
15/09/1999,"1,982,000","2,425,250",81.7
20/09/1999,"1,976,500","2,425,250",81.5
25/09/1999,"1,969,500","2,425,250",81.2
30/09/1999,"1,984,000","2,425,250",81.8
5/10/1999,"1,992,000","2,425,250",82.1
10/10/1999,"2,003,000","2,425,250",82.6
15/10/1999,"2,000,000","2,425,250",82.5
20/10/1999,"2,004,500","2,425,250",82.7
25/10/1999,"2,140,500","2,425,250",88.3
31/10/1999,"2,243,000","2,425,250",92.5
5/11/1999,"2,282,000","2,425,250",94.1
10/11/1999,"2,294,000","2,425,250",94.6
15/11/1999,"2,298,500","2,425,250",94.8
20/11/1999,"2,296,500","2,425,250",94.7
25/11/1999,"2,292,500","2,425,250",94.5
30/11/1999,"2,286,000","2,425,250",94.3
5/12/1999,"2,276,000","2,425,250",93.8
10/12/1999,"2,269,500","2,425,250",93.6
15/12/1999,"2,260,000","2,425,250",93.2
20/12/1999,"2,249,500","2,425,250",92.8
25/12/1999,"2,245,000","2,425,250",92.6
31/12/1999,"2,261,000","2,425,250",93.2
5/01/2000,"2,265,000","2,425,250",93.4
10/01/2000,"2,258,500","2,425,250",93.1
15/01/2000,"2,253,000","2,425,250",92.9
20/01/2000,"2,244,000","2,425,250",92.5
25/01/2000,"2,232,000","2,425,250",92
31/01/2000,"2,221,500","2,425,250",91.6
5/02/2000,"2,211,500","2,425,250",91.2
10/02/2000,"2,197,500","2,425,250",90.6
15/02/2000,"2,187,500","2,425,250",90.2
20/02/2000,"2,176,000","2,425,250",89.7
